DATAID,ASSIGNMENT,STRING,STRING,TARGET,INPUT,INPUT,INPUT,INPUT,INPUT,INPUT,INPUT,INPUT,INPUT,INPUT,INPUT,INPUT,INPUT,INPUT,INPUT
UMLCP0010,L,C9E4,CCCCCCCCCOCCOCCOCCOCCO,32,0,-0.206876706,0,0,0.033075899,0,0,-0.315539433,-2.648533393,-5.201743459,0.02497,2.092628402,-6.097800238,0,8.630654197
UMLCP0011,L,C9E5,CCCCCCCCCOCCOCCOCCOCCOCCO,55,0,-0.223994711,0,0,0.04683278,0,0,-0.512853118,-3.081305061,-5.495774924,0.02246,2.230638176,-7.908284024,0,9.128461857
UMLCP0012,L,C9E6,CCCCCCCCCOCCOCCOCCOCCOCCOCCO,75,0,-0.238071422,0,0,0.057237107,0,0,-0.697705327,-3.622282808,-5.731904728,0.0204,2.191042809,-9.758680556,0,8.93302882
UMLCP0013,V,C10E4,CCCCCCCCCCOCCOCCOCCOCCO,19.7,0,-0.198199535,0,0,0.030290854,0,0,-0.250399558,-2.637161531,-4.949040496,0.02361,2.192659435,-5.667159366,0,9.150669062
UMLCP0014,T,C10E5,CCCCCCCCCCOCCOCCOCCOCCOCCO,41.6,0,-0.215159176,0,0,0.043423145,0,0,-0.430038256,-2.980491581,-5.25790708,0.02137,2.227511153,-7.423010381,0,9.216282579
UMLCP0015,L,C10E6,CCCCCCCCCCOCCOCCOCCOCCOCCOCCO,60.3,0,-0.229276444,0,0,0.053557588,0,0,-0.601983012,-3.43080315,-5.508139871,0.0195,2.254406532,-9.228,0,9.266975734
UMLCP0016,L,C10E8,CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,84.5,0,-0.251374119,0,0,0.068225801,0,0,-0.911370727,-4.592766706,-5.888806686,0.01659,2.293553961,-12.9361823,0,9.341413922
UMLCP0017,V,C10E10,CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,95,0,-0.267845332,0,0,0.078365739,0,0,-1.173559872,-6.02401207,-6.16467817,0.01442,2.277245077,-16.72839099,0,9.227614613
UMLCP0018,L,C11E4,CCCCCCCCCCCOCCOCCOCCOCCO,10.5,0,-0.190547781,0,0,0.027924663,0,0,-0.197699668,-2.663915498,-4.719747419,0.02239,2.192966678,-5.287353516,0,9.243449815
UMLCP0019,L,C11E5,CCCCCCCCCCCOCCOCCOCCOCCOCCO,37,0,-0.20726037,0,0,0.040461642,0,0,-0.361192952,-2.929176314,-5.039766235,0.02037,2.151700211,-6.98839516,0,8.991217518
UMLCP0020,L,C11E6,CCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,57.5,0,-0.221328616,0,0,0.050308289,0,0,-0.520827603,-3.299234122,-5.30117731,0.01867,2.249991552,-8.74704142,0,9.329594799
UMLCP0021,T,C11E8,CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,82,0,-0.243628194,0,0,0.064826138,0,0,-0.814385005,-4.300949088,-5.70257991,0.01599,2.287947286,-12.38149811,0,9.389506088
UMLCP0022,L,C12E4,CCCCCCCCCCCCOCCOCCOCCOCCO,6,0,-0.183760194,0,0,0.025890918,0,0,-0.154667277,-2.71990075,-4.510755948,0.02128,2.191828507,-4.950211628,0,9.316353045
UMLCP0023,V,C12E5,CCCCCCCCCCCCOCCOCCOCCOCCOCCO,28.9,0,-0.200164263,0,0,0.037866823,0,0,-0.303509896,-2.916187197,-4.838997178,0.01946,2.154110448,-6.597151205,0,9.075778288
UMLCP0024,T,C12E6,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,51,0,-0.214116714,0,0,0.047419234,0,0,-0.4515645,-3.214909027,-5.109194316,0.01791,2.246520961,-8.309327846,0,9.386361281
UMLCP0025,T,C12E7,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,64.7,0,-0.226101147,0,0,0.055228435,0,0,-0.594234865,-3.603476333,-5.335483726,0.01658,2.216035672,-10.07024793,0,9.219194553
UMLCP0026,L,C12E8,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,77.9,0,-0.236493151,0,0,0.061738925,0,0,-0.729424832,-4.071350512,-5.52775825,0.01543,2.282739681,-11.86853186,0,9.432050865
UMLCP0027,L,C12E9,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,87.8,0,-0.245583316,0,0,0.067254252,0,0,-0.856358531,-4.609078197,-5.693147697,0.01443,2.254154078,-13.69607843,0,9.287346606
UMLCP0028,L,C12E10,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,95.5,0,-0.253597897,0,0,0.071989225,0,0,-0.974957469,-5.208222897,-5.836920161,0.01355,2.308578787,-15.54696574,0,9.464681444
UMLCP0029,L,C12E11,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,100.3,0,-0.260714785,0,0,0.076100384,0,0,-1.085503446,-5.861431018,-5.963052234,0.01277,2.282931494,-17.41676576,0,9.340613456
UMLCP0030,L,C13E5,CCCCCCCCCCCCCOCCOCCOCCOCCOCCO,27,0,-0.193761035,0,0,0.035575655,0,0,-0.254837982,-2.933470912,-4.653605104,0.01862,2.219843374,-6.243295665,0,9.410576071
UMLCP0031,V,C13E6,CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,42,0,-0.207548014,0,0,0.044834678,0,0,-0.392094178,-3.168352714,-4.930622429,0.0172,2.243341803,-7.909438776,0,9.436243709
UMLCP0032,T,C13E8,CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,72.5,0,-0.22990251,0,0,0.058923775,0,0,-0.654664408,-3.892981526,-5.363326203,0.01491,2.277914266,-11.39285714,0,9.469944776
UMLCP0033,L,C14E5,CCCCCCCCCCCCCCOCCOCCOCCOCCOCCO,20,0,-0.187959865,0,0,0.03353863,0,0,-0.213508532,-2.975146007,-4.481889245,0.01785,2.217400613,-5.921875,0,9.457806202
UMLCP0034,L,C14E6,CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,42.3,0,-0.201544627,0,0,0.042509693,0,0,-0.340751421,-3.152405036,-4.764104635,0.01655,2.185134141,-7.542806183,0,9.25331583
UMLCP0035,T,C14E7,CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,57.6,0,-0.213392839,0,0,0.049997309,0,0,-0.466669497,-3.416073462,-5.003213458,0.01542,2.258187944,-9.223404255,0,9.492691589
UMLCP0036,V,C14E8,CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,70.5,0,-0.223799025,0,0,0.056346892,0,0,-0.588605726,-3.757162189,-5.208385223,0.01442,2.273594184,-10.95064209,0,9.50474028
UMLCP0037,T,C15E6,CCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,37.5,0,-0.196040653,0,0,0.040407684,0,0,-0.296202933,-3.16161004,-4.608460923,0.01594,2.185412183,-7.205555556,0,9.304758811
UMLCP0038,T,C15E8,CCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,66,0,-0.218133146,0,0,0.053979788,0,0,-0.530011046,-3.656952292,-5.062137375,0.01396,2.229672442,-10.53855399,0,9.383719417
UMLCP0039,T,C16E6,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,35.5,0,-0.190979974,0,0,0.038498552,0,0,-0.25737188,-3.191774972,-4.462660352,0.01537,2.234395543,-6.894380853,0,9.551145038
UMLCP0040,L,C16E7,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,54,0,-0.202567749,0,0,0.045648257,0,0,-0.368309598,-3.351885628,-4.709875454,0.01439,2.251401296,-8.4968,0,9.558740667
UMLCP0041,L,C16E8,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,65,0,-0.212861772,0,0,0.051798289,0,0,-0.477850967,-3.586764511,-4.923871647,0.01353,2.227303557,-10.15368154,0,9.417272789
UMLCP0042,V,C16E9,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,75,0,-0.222054349,0,0,0.057147388,0,0,-0.584326713,-3.889654809,-5.110918656,0.01276,2.278789041,-11.85457064,0,9.571051049
UMLCP0043,L,C16E12,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,92,0,-0.244495259,0,0,0.069711236,0,0,-0.878232273,-5.150200945,-5.553161869,0.01089,2.279603979,-17.15037037,0,9.473975298
